name,owner,url,stars,age_days,merged_prs,total_releases,days_since_update,primary_language,total_issues,closed_issues,closed_issues_ratio,forks,description
project-based-learning,practical-tutorials,https://github.com/practical-tutorials/project-based-learning,240291,3052,0,0,0,Unknown,0,0,0,31444,Curated list of project-based tutorials
react,facebook,https://github.com/facebook/react,238262,4471,0,10000,0,JavaScript,0,0,0,49172,The library for web and native user interfaces.
vue,vuejs,https://github.com/vuejs/vue,209284,4405,0,10000,0,TypeScript,0,0,0,33740,"This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core"
Python,TheAlgorithms,https://github.com/TheAlgorithms/Python,204219,3322,0,0,0,Python,0,0,0,47338,All Algorithms implemented in Python
linux,torvalds,https://github.com/torvalds/linux,200322,5099,10,0,0,C,0,0,0,57391,Linux kernel source tree
javascript-algorithms,trekhleb,https://github.com/trekhleb/javascript-algorithms,193044,2706,300,0,0,JavaScript,366,229,0.6256830601092896,30849,📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings
tensorflow,tensorflow,https://github.com/tensorflow/tensorflow,191257,3575,35912,10000,0,C++,40732,39835,0.977978002553275,74787,An Open Source Machine Learning Framework for Everyone
computer-science,ossu,https://github.com/ossu/computer-science,190707,4127,292,0,0,HTML,652,638,0.9785276073619632,23800,🎓 Path to a free self-taught education in Computer Science!
the-book-of-secret-knowledge,trimstray,https://github.com/trimstray/the-book-of-secret-knowledge,183066,2615,117,0,0,Unknown,0,0,0,11388,"A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more."
You-Dont-Know-JS,getify,https://github.com/getify/You-Dont-Know-JS,182994,4295,362,0,0,Unknown,944,863,0.9141949152542372,33654,A book series (2 published editions) on the JS language.
CS-Notes,CyC2018,https://github.com/CyC2018/CS-Notes,181526,2745,373,0,0,Unknown,571,448,0.7845884413309983,51168,:books: 技术面试必备基础知识、Leetcode、计算机操作系统、计算机网络、系统设计
ohmyzsh,ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,180840,5836,3351,0,0,Shell,4964,4824,0.9717969379532635,26184,"🙃   A delightful community-driven (with 2,400+ contributors) framework for managing your zsh configuration. Includes 300+ optional plugins (rails, git, macOS, hub, docker, homebrew, node, php, python, etc), 140+ themes to spice up your morning, and an auto-update tool that makes it easy to keep up with the latest updates from the community."
AutoGPT,Significant-Gravitas,https://github.com/Significant-Gravitas/AutoGPT,177952,888,3194,68,0,Python,3391,3230,0.9525213801238572,45942,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters."
vscode,microsoft,https://github.com/microsoft/vscode,175936,3639,36177,10000,0,TypeScript,205253,193181,0.9411847817084281,34485,Visual Studio Code
bootstrap,twbs,https://github.com/twbs/bootstrap,172879,5136,0,93,0,MDX,0,0,0,79129,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web."
flutter,flutter,https://github.com/flutter/flutter,171981,3820,0,7,0,Dart,0,0,0,29043,Flutter makes it easy and fast to build beautiful apps for mobile and beyond
Python-100-Days,jackfrued,https://github.com/jackfrued/Python-100-Days,171110,2729,0,0,0,Jupyter Notebook,0,0,0,54396,Python - 100天从新手到大师
gitignore,github,https://github.com/github/gitignore,168765,5399,0,0,0,Unknown,0,0,0,83013,A collection of useful .gitignore templates
the-art-of-command-line,jlevy,https://github.com/jlevy/the-art-of-command-line,157851,3745,0,0,0,Unknown,0,0,0,14747,"Master the command line, in one page"
stable-diffusion-webui,AUTOMATIC1111,https://github.com/AUTOMATIC1111/stable-diffusion-webui,155784,1094,0,27,0,Python,0,0,0,28876,Stable Diffusion web UI
JavaGuide,Snailclimb,https://github.com/Snailclimb/JavaGuide,151355,2662,0,0,0,Java,0,0,0,45972,「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！
ollama,ollama,https://github.com/ollama/ollama,150598,786,0,10000,0,Go,0,0,0,12869,"Get up and running with OpenAI gpt-oss, DeepSeek-R1, Gemma 3 and other models."
awesome-go,avelino,https://github.com/avelino/awesome-go,150418,4063,0,0,0,Go,0,0,0,12511,"A curated list of awesome Go frameworks, libraries and software"
transformers,huggingface,https://github.com/huggingface/transformers,148579,2487,0,10000,0,Python,0,0,0,30115,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. "
javascript,airbnb,https://github.com/airbnb/javascript,147280,4675,0,0,0,JavaScript,0,0,0,26780,JavaScript Style Guide
Microsoft-Activation-Scripts,massgravel,https://github.com/massgravel/Microsoft-Activation-Scripts,145390,2047,0,24,0,Batchfile,0,0,0,14130,"Open-source Windows and Office activator featuring HWID, Ohook, TSforge, KMS38, and Online KMS activation methods, along with advanced troubleshooting."
youtube-dl,ytdl-org,https://github.com/ytdl-org/youtube-dl,136923,5407,0,10000,0,Python,0,0,0,10438,Command-line program to download videos from YouTube.com and other video sites
next.js,vercel,https://github.com/vercel/next.js,133895,3241,0,10000,0,JavaScript,0,0,0,29127,The React Framework
awesome-chatgpt-prompts,f,https://github.com/f/awesome-chatgpt-prompts,132941,989,0,0,0,JavaScript,0,0,0,17647,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
n8n,n8n-io,https://github.com/n8n-io/n8n,131310,2251,0,10000,0,TypeScript,0,0,0,40807,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations."
go,golang,https://github.com/golang/go,129508,4019,0,0,0,Go,0,0,0,18339,The Go programming language
fucking-algorithm,labuladong,https://github.com/labuladong/fucking-algorithm,128949,2009,0,1,0,Markdown,0,0,0,23410,"刷算法全靠套路，认准 labuladong 就够了！English version supported! Crack LeetCode, not only how, but also why. "
tech-interview-handbook,yangshun,https://github.com/yangshun/tech-interview-handbook,128688,3333,0,0,0,TypeScript,0,0,0,15672,💯 Curated coding interview preparation materials for busy software engineers
scrcpy,Genymobile,https://github.com/Genymobile/scrcpy,126842,2829,0,47,0,C,0,0,0,11876,Display and control your Android device
HelloGitHub,521xueweihan,https://github.com/521xueweihan/HelloGitHub,125758,3395,0,57,0,Python,2840,2626,0.9246478873239437,10665,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub."
30-seconds-of-code,Chalarangelo,https://github.com/Chalarangelo/30-seconds-of-code,124981,2821,823,12,0,JavaScript,300,300,1.0,12298,Coding articles to level up your development skills
react-native,facebook,https://github.com/facebook/react-native,123488,3876,928,10000,0,C++,27198,26542,0.9758805794543717,24822,A framework for building native applications using React
yt-dlp,yt-dlp,https://github.com/yt-dlp/yt-dlp,123194,1759,2898,10000,0,Python,9766,8169,0.8364734794183903,9816,A feature-rich command-line audio/video downloader
PowerToys,microsoft,https://github.com/microsoft/PowerToys,122366,2303,5629,10000,0,C#,34538,27542,0.7974405003184898,7310,Windows system utilities to maximize productivity
electron,electron,https://github.com/electron/electron,117962,4514,23232,10000,0,C++,21047,20291,0.9640803915047275,16340,":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS"
kubernetes,kubernetes,https://github.com/kubernetes/kubernetes,116982,4093,62116,10000,0,Go,47687,45772,0.9598423050307212,41201,Production-Grade Container Scheduling and Management
hello-algo,krahets,https://github.com/krahets/hello-algo,115589,1020,945,9,0,Java,269,257,0.9553903345724907,14293,"《Hello 算法》：动画图解、一键运行的数据结构与算法教程。支持 Python, Java, C++, C, C#, JS, Go, Swift, Rust, Ruby, Kotlin, TS, Dart 代码。简体版和繁体版同步更新，English version in translation"
free-programming-books-zh_CN,justjavac,https://github.com/justjavac/free-programming-books-zh_CN,115029,4308,279,3,0,Unknown,0,0,0,28352,:books: 免费的计算机编程类中文书籍，欢迎投稿
langchain,langchain-ai,https://github.com/langchain-ai/langchain,113908,1038,11282,10000,0,Jupyter Notebook,8641,8432,0.9758129846082629,18666,🦜🔗 Build context-aware reasoning applications 🦜🔗
node,nodejs,https://github.com/nodejs/node,112845,3920,10748,10000,0,JavaScript,0,0,0,32713,Node.js JavaScript runtime ✨🐢🚀✨
dify,langgenius,https://github.com/langgenius/dify,111583,861,0,10000,0,TypeScript,0,0,0,17042,Production-ready platform for agentic workflow development.
d3,d3,https://github.com/d3/d3,111315,5441,0,10000,0,Shell,0,0,0,22842,"Bring data to life with SVG, Canvas and HTML. :bar_chart::chart_with_upwards_trend::tada:"
free-for-dev,ripienaar,https://github.com/ripienaar/free-for-dev,110490,3808,0,0,0,HTML,0,0,0,11382,"A list of SaaS, PaaS and IaaS offerings that have free tiers of interest to devops and infradev"
three.js,mrdoob,https://github.com/mrdoob/three.js,108202,5629,0,10000,0,JavaScript,0,0,0,35968,JavaScript 3D Library.
axios,axios,https://github.com/axios/axios,107425,4020,0,97,0,JavaScript,0,0,0,11190,Promise based HTTP client for the browser and node.js
open-webui,open-webui,https://github.com/open-webui/open-webui,107296,684,0,10000,0,JavaScript,0,0,0,14520,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
rust,rust-lang,https://github.com/rust-lang/rust,105908,5544,0,10000,0,Rust,0,0,0,13672,Empowering everyone to build reliable and efficient software.
excalidraw,excalidraw,https://github.com/excalidraw/excalidraw,105695,2058,0,14,0,TypeScript,0,0,0,10630,Virtual whiteboard for sketching hand-drawn like diagrams
TypeScript,microsoft,https://github.com/microsoft/TypeScript,105649,4082,0,10000,0,TypeScript,0,0,0,12959,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.
nodebestpractices,goldbergyoni,https://github.com/goldbergyoni/nodebestpractices,103967,2896,0,0,0,Dockerfile,0,0,0,10582,:white_check_mark:  The Node.js best practices list (July 2024)
deno,denoland,https://github.com/denoland/deno,103961,2655,0,10000,0,Rust,0,0,0,5689,A modern runtime for JavaScript and TypeScript.
create-react-app,facebook,https://github.com/facebook/create-react-app,103444,3321,0,83,0,JavaScript,0,0,0,27069,Set up a modern web app by running one command.
langflow,langflow-ai,https://github.com/langflow-ai/langflow,103435,924,4613,10000,0,Python,2689,2258,0.8397173670509483,7385,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.
GitHub-Chinese-Top-Charts,GrowingGit,https://github.com/GrowingGit/GitHub-Chinese-Top-Charts,101276,2176,0,0,0,Java,340,161,0.47352941176470587,13211,:cn: GitHub中文排行榜，各语言分设「软件 | 资料」榜单，精准定位中文好项目。各取所需，高效学习。
godot,godotengine,https://github.com/godotengine/godot,100432,4246,38683,61,0,C++,58082,45999,0.7919665300781653,23022,Godot Engine – Multi-platform 2D and 3D game engine
terminal,microsoft,https://github.com/microsoft/terminal,99275,2931,4168,10000,0,C++,13458,11862,0.8814088274632189,8694,"The new Windows Terminal and the original Windows console host, all in the same place!"
DeepSeek-V3,deepseek-ai,https://github.com/deepseek-ai/DeepSeek-V3,98729,237,21,1,0,Python,586,556,0.9488054607508533,16083,
angular,angular,https://github.com/angular/angular,98515,3989,3881,10000,0,TypeScript,29472,28122,0.9541938110749185,26513,Deliver web apps with confidence 🚀
frp,fatedier,https://github.com/fatedier/frp,97666,3530,683,10000,0,Go,3901,3841,0.9846193283773391,14353,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.
papers-we-love,papers-we-love,https://github.com/papers-we-love/papers-we-love,97329,4266,435,0,0,Shell,246,245,0.9959349593495935,6057,Papers from the computer science community to read and discuss.
Awesome-Hacking,Hack-with-Github,https://github.com/Hack-with-Github/Awesome-Hacking,96552,3430,34,0,0,Unknown,0,0,0,9487,"A collection of various awesome lists for hackers, pentesters and security researchers"
material-ui,mui,https://github.com/mui/material-ui,96417,4020,20768,10000,0,TypeScript,20169,18550,0.919728295899648,32636,Material UI: Comprehensive React component library that implements Google's Material Design. Free forever.
iptv,iptv-org,https://github.com/iptv-org/iptv,96392,2471,0,0,0,TypeScript,0,0,0,3890,Collection of publicly available IPTV channels from all over the world
rustdesk,rustdesk,https://github.com/rustdesk/rustdesk,96049,1787,0,31,0,Rust,0,0,0,14094,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer."
tauri,tauri-apps,https://github.com/tauri-apps/tauri,95754,2230,0,10000,0,Rust,0,0,0,3028,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend."
ant-design,ant-design,https://github.com/ant-design/ant-design,95712,3771,0,10000,0,TypeScript,0,0,0,53337,An enterprise-class UI design language and React UI library
generative-ai-for-beginners,microsoft,https://github.com/microsoft/generative-ai-for-beginners,95291,793,0,0,0,Jupyter Notebook,0,0,0,49800,"21 Lessons, Get Started Building with Generative AI  🔗 https://microsoft.github.io/generative-ai-for-beginners/"
thefuck,nvbn,https://github.com/nvbn/thefuck,93593,3787,0,17,0,Python,0,0,0,3744,Magnificent app which corrects your previous console command.
clean-code-javascript,ryanmcdermott,https://github.com/ryanmcdermott/clean-code-javascript,93373,3190,0,0,0,JavaScript,0,0,0,12450,Clean Code concepts adapted for JavaScript
ui,shadcn-ui,https://github.com/shadcn-ui/ui,93314,959,0,52,0,TypeScript,0,0,0,6531,"A set of beautifully-designed, accessible components and a code distribution platform. Works with your favorite frameworks. Open Source. Open Code."
HowToCook,Anduin2017,https://github.com/Anduin2017/HowToCook,92603,1999,0,4,0,Dockerfile,0,0,0,10470,程序员在家做饭方法指南。Programmer's guide about how to cook at home (Simplified Chinese only).
pytorch,pytorch,https://github.com/pytorch/pytorch,92547,3294,0,61,0,Python,0,0,0,25032,Tensors and Dynamic neural networks in Python with strong GPU acceleration
java-design-patterns,iluwatar,https://github.com/iluwatar/java-design-patterns,92526,4029,0,0,0,Java,0,0,0,27151,Design patterns implemented in Java
neovim,neovim,https://github.com/neovim/neovim,92119,4219,0,45,0,Vim Script,0,0,0,6266,Vim-fork focused on extensibility and usability
puppeteer,puppeteer,https://github.com/puppeteer/puppeteer,91877,3025,0,10000,0,TypeScript,0,0,0,9273,JavaScript API for Chrome and Firefox
Web-Dev-For-Beginners,microsoft,https://github.com/microsoft/Web-Dev-For-Beginners,91484,1744,0,0,0,JavaScript,0,0,0,13902,"24 Lessons, 12 Weeks, Get Started as a Web Developer"
DeepSeek-R1,deepseek-ai,https://github.com/deepseek-ai/DeepSeek-R1,90925,212,0,1,0,Unknown,0,0,0,11734,
vue-element-admin,PanJiaChen,https://github.com/PanJiaChen/vue-element-admin,89789,3047,0,49,0,Vue,0,0,0,30659,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin
tailwindcss,tailwindlabs,https://github.com/tailwindlabs/tailwindcss,89675,2875,0,10000,0,TypeScript,0,0,0,4687,A utility-first CSS framework for rapid UI development.
fastapi,fastapi,https://github.com/fastapi/fastapi,88590,2447,0,10000,0,Python,3466,0,0.0,7749,"FastAPI framework, high performance, easy to learn, fast to code, ready for production"
every-programmer-should-know,mtdvio,https://github.com/mtdvio/every-programmer-should-know,87878,2918,98,0,0,Unknown,52,23,0.4423076923076923,8057,A collection of (mostly) technical things every software developer should know about
storybook,storybookjs,https://github.com/storybookjs/storybook,87558,3442,11473,10000,0,TypeScript,13691,11613,0.8482214593528595,9665,"Storybook is the industry standard workshop for building, documenting, and testing UI components in isolation"
supabase,supabase,https://github.com/supabase/supabase,87422,2139,12924,22,0,TypeScript,4656,4420,0.9493127147766323,9573,"The Postgres development platform. Supabase gives you a dedicated Postgres database to build your web, mobile, and AI applications."
awesome-mac,jaywcjlove,https://github.com/jaywcjlove/awesome-mac,87407,3321,987,12,0,JavaScript,480,367,0.7645833333333333,6714," Now we have become very big, Different from the original idea. Collect premium software in various categories."
whisper,openai,https://github.com/openai/whisper,86972,1069,119,13,0,Python,0,0,0,10726,Robust Speech Recognition via Large-Scale Weak Supervision
nvm,nvm-sh,https://github.com/nvm-sh/nvm,86483,5606,727,70,0,Shell,2314,1998,0.8634399308556612,9204,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions
ComfyUI,comfyanonymous,https://github.com/comfyanonymous/ComfyUI,86089,946,1192,73,0,Python,6177,3664,0.5931682046300794,9544,"The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface."
NextChat,ChatGPTNextWeb,https://github.com/ChatGPTNextWeb/NextChat,85540,894,888,77,0,TypeScript,3545,2885,0.8138222849083215,61071,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android |  Linux | Windows
v2rayN,2dust,https://github.com/2dust/v2rayN,85280,2213,267,10000,0,C#,6019,6012,0.9988370161156338,13157,"A GUI client for Windows, Linux and macOS, support Xray and sing-box and others"
llama.cpp,ggml-org,https://github.com/ggml-org/llama.cpp,85227,894,5490,10000,0,C++,0,5362,0,12765,LLM inference in C/C++
bitcoin,bitcoin,https://github.com/bitcoin/bitcoin,85116,5358,0,56,0,C++,0,0,0,37646,Bitcoin Core integration/staging tree
app-ideas,florinpop17,https://github.com/florinpop17/app-ideas,84940,2368,0,0,0,Unknown,0,0,0,9811,A Collection of application ideas which can be used to improve your coding skills.
django,django,https://github.com/django/django,84635,4862,0,0,0,Python,0,0,0,32834,The Web framework for perfectionists with deadlines.
svelte,sveltejs,https://github.com/sveltejs/svelte,83810,3195,0,10000,0,JavaScript,0,0,0,4595,web development for the rest of us
gin,gin-gonic,https://github.com/gin-gonic/gin,83657,4083,0,27,0,Go,0,0,0,8299,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin."
opencv,opencv,https://github.com/opencv/opencv,83639,4780,0,66,0,C++,0,0,0,56273,Open Source Computer Vision Library
hugo,gohugoio,https://github.com/gohugoio/hugo,82974,4430,0,10000,0,Go,0,0,0,7976,The world’s fastest framework for building websites.
mermaid,mermaid-js,https://github.com/mermaid-js/mermaid,82277,3945,0,10000,0,TypeScript,0,0,0,7935,Generation of diagrams like flowcharts or sequence diagrams from text in a similar manner as markdown
realworld,gothinkster,https://github.com/gothinkster/realworld,82241,3463,0,0,0,TypeScript,0,0,0,7506,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more"
animate.css,animate-css,https://github.com/animate-css/animate.css,82055,5061,0,22,0,CSS,0,0,0,16171,🍿 A cross-browser library of CSS animations. As easy to use as an easy thing.
laravel,laravel,https://github.com/laravel/laravel,81874,5187,0,10000,0,Blade,0,0,0,24443,"Laravel is a web application framework with expressive, elegant syntax. We’ve already laid the foundation for your next big idea — freeing you to create without sweating the small things."
mall,macrozheng,https://github.com/macrozheng/mall,81344,2696,0,3,0,Java,0,0,0,29422,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于Spring Boot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。
core,home-assistant,https://github.com/home-assistant/core,80838,4355,0,10000,0,Python,0,0,0,34734,:house_with_garden: Open source home automation that puts local control and privacy first.
FreeDomain,DigitalPlatDev,https://github.com/DigitalPlatDev/FreeDomain,80658,447,0,0,0,HTML,0,0,0,1486,DigitalPlat FreeDomain: Free Domain For Everyone
FiraCode,tonsky,https://github.com/tonsky/FiraCode,79919,3935,0,29,0,Clojure,0,0,0,3171,Free monospaced font with programming ligatures
bun,oven-sh,https://github.com/oven-sh/bun,79816,1590,0,10000,0,Zig,0,0,0,3265,"Incredibly fast JavaScript runtime, bundler, test runner, and package manager – all in one"
manim,3b1b,https://github.com/3b1b/manim,79655,3804,0,13,0,Python,1212,761,0.6278877887788779,6839,Animation engine for explanatory math videos
spring-boot,spring-projects,https://github.com/spring-projects/spring-boot,78144,4688,42,10000,0,Java,39276,38721,0.9858692331194623,41408,"Spring Boot helps you to create Spring-powered, production-grade applications and services with absolute minimum fuss."
advanced-java,doocs,https://github.com/doocs/advanced-java,78124,2510,84,1,0,Java,147,146,0.9931972789115646,19248,😮 Core Interview Questions & Answers For Experienced Java(Backend) Developers | 互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务、海量数据处理等领域知识
devops-exercises,bregman-arie,https://github.com/bregman-arie/devops-exercises,78000,2148,301,0,0,Python,99,64,0.6464646464646465,17495,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions"
system-prompts-and-models-of-ai-tools,x1xhlol,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,77906,168,23,0,0,Unknown,101,54,0.5346534653465347,21816,"FULL v0, Cursor, Manus, Augment Code, Same.dev, Lovable, Devin, Replit Agent, Windsurf Agent, VSCode Agent, Dia Browser, Xcode, Trae AI, Cluely & Orchids.app (And other Open Sourced) System Prompts, Tools & AI Models."
models,tensorflow,https://github.com/tensorflow/models,77622,3485,2338,50,0,Python,7311,6235,0.8528245110108056,45510,Models and examples built with TensorFlow
awesome-for-beginners,MunGell,https://github.com/MunGell/awesome-for-beginners,76786,3588,449,0,0,Unknown,185,174,0.9405405405405406,7364,A list of awesome beginners-friendly projects.
ML-For-Beginners,microsoft,https://github.com/microsoft/ML-For-Beginners,76726,1632,374,0,0,HTML,148,141,0.9527027027027027,17189,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all"
awesome-interview-questions,DopplerHQ,https://github.com/DopplerHQ/awesome-interview-questions,76617,3553,175,0,0,Unknown,61,34,0.5573770491803278,9147,:octocat: A curated awesome list of lists of interview questions. Feel free to contribute! :mortar_board: 
gpt4all,nomic-ai,https://github.com/nomic-ai/gpt4all,76503,877,934,38,0,C++,2185,1487,0.6805491990846682,8253,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
LeetCodeAnimation,MisterBooo,https://github.com/MisterBooo/LeetCodeAnimation,76401,2449,62,0,0,Java,0,0,0,14022,Demonstrate all the questions on LeetCode in the form of animation.（用动画的形式呈现解LeetCode题目的思路）
playwright,microsoft,https://github.com/microsoft/playwright,76191,2105,0,10000,0,TypeScript,0,0,0,4478,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API. "
netdata,netdata,https://github.com/netdata/netdata,75612,4447,0,10000,0,C,0,0,0,6125,"The fastest path to AI-powered full stack observability, even for lean teams."
Font-Awesome,FortAwesome,https://github.com/FortAwesome/Font-Awesome,75585,4933,0,60,0,JavaScript,0,0,0,12206,"The iconic SVG, font, and CSS toolkit"
